yil;ay;otorite_adi;istasyon_adi;tekil_yolcu_sayisi;yolcu_sayisi
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;109604;171743
2025;10;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;13291;23938
2025;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;41000;82538
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3892;6276
2025;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;;194;201
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;147216;236390
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;8521;15824
2025;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahşap İskele;1;1
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;56401;106376
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;9655;16939
2025;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;22801;58496
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;8668;13333
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;1;1
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;3320;5535
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2466;3632
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu Arabalı;7257;23930
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);17856;29969
2025;10;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;9531;22828
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;11477;18893
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;54680;104247
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;9545;21448
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;10393;34648
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;18032;36710
2025;10;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;4736;10044
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2952;6774
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;10088;22146
2025;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;67375;142544
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;15489;36034
2025;10;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;541;732
2025;10;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;50622;116633
2025;10;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;40307;64402
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;6056;11078
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;722;2080
2025;10;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;233537;376268
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;5648;10266
2025;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;13246;24432
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;11458;18002
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;3514;5590
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;195371;336506
2025;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;7048;13399
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;8183;12147
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;847;1192
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;9191;16954
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;111443;170942
2025;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;41150;65008
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;16387;29986
2025;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;5209;10456
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;153665;239288
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;8939;16343
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1464;3627
2025;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;162732;261339
2025;11;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;9484;26020
2025;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;64890;135454
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;7267;15062
2025;11;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;6209;15461
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;26566;56582
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;9960;20535
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;144607;226130
2025;11;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;9406;23904
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2873;6322
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;14758;22510
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;14794;28309
2025;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;24118;46829
2025;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;5250;10420
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;16546;31115
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye Cubuklu;8803;26357
2025;11;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;1;1
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;3771;5638
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;13378;21849
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;14995;45416
2025;11;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;19800;48428
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;165208;254133
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;8926;14121
2025;11;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;54571;119824
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;321;330
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1597;2435
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu Arabalı;8048;23888
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;2;2
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;52296;97915
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;5934;10979
2025;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;42937;82672
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);16482;27583
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;18845;26962
2025;11;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;369158;764925
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;10944;31563
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;10328;20950
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;90311;145642
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;38150;62447
2025;11;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;23557;57561
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;20197;38411
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;10543;18531
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;9045;13427
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;1314;2479
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;159085;240487
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;27781;40761
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;3059;6300
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;2615;3881
2025;11;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;337652;763156
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;236541;370969
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;14656;32610
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;850;2104
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;77047;139461
2025;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Kadıköy;1;1
2025;11;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahşap İskele;963;1066
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3954;6170
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;25597;36037
2025;11;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;13585;24259
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;52450;95710
2025;11;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;141014;222816
2025;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;9736;22181
2025;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;46507;94734
2025;11;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;6213;13721
2025;11;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;1958;2919
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu;492;844
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Paşabahçe;1149;3661
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sütlüce;5134;9482
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Poyraz;112;114
2025;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Karaköy;55329;127504
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BURGAZADA;5472;14582
2025;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Büyükada;14734;34066
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kuzguncuk;925;2149
2025;12;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Heybelıada;4551;13979
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Büyükdere;1733;2710
2025;12;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Kartal;15363;46855
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Emirgan;4816;7722
2025;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Heybeliada;6724;18264
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;HEYBELIADA;9392;26124
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;;6664;13401
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU KADIKOY;124542;195846
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çubuklu Arabalı;6895;24531
2025;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Sirkeci-Harem;10921;19776
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Üsküdar;182847;297216
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ayvansaray;1217;1935
2025;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Üsküdar;31811;68534
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KINALIADA;4082;10213
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy (Eski);10107;18734
2025;12;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;;6170;11588
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beykoz;6285;14527
2025;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Harem;10641;18878
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eyüp;17270;25275
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye Cubuklu;7840;27203
2025;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Balon;36672;59775
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beylerbeyi;2034;5219
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Rumeli Kavağı;2156;3562
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Karaköy;14320;21587
2025;12;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Yeniköy;7778;24696
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kasımpaşa;20903;38889
2025;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Eminönü;110696;181699
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BOSTANCI;2363;5978
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Aşiyan;22093;58035
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Fener;9524;15241
2025;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Kadıköy;1;1
2025;12;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;YENİ KABATAŞ;46143;114052
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Balat;3167;5205
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;YENİ KABATAŞ;45128;91184
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kadıköy Yeni;1;1
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;İstinye;4370;8805
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kanlıca;2107;4051
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bebek;6978;11525
2025;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Kınalıada;3259;9809
2025;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Eskihisar;4507;9371
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Çengelköy;11595;43923
2025;12;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Üsküdar;281404;704035
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY YENI;175686;311229
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;EMINONU BOGAZ;57264;112537
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Arnavutköy;4544;9396
2025;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Burgazada;4041;9252
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Kavağı;4766;8043
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Bostancı;10897;23709
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KADIKOY ESKI;133608;207063
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Hasköy;6826;13469
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Anadolu Hisarı;7430;18615
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BARBAROS;96978;153258
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;USKUDAR;65842;115370
2025;12;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Beşiktaş;307262;694796
2025;12;BEYDEN DENIZ ULASIM HIZMETLERI TURIZM VE TIC. LTD. STI.;BEYDEN - Beykoz;7644;23338
2025;12;DENTUR - AVRASYA DENIZ TAS.TUR.HIZ.INS.SAN.TIC. AS.;Kabataş Ahşap İskele;4;4
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Sarıyer;10892;23011
2025;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;Bostancı;30489;73155
2025;12;SINIRLI SORUMLU MAVI MARMARA TURIZM DENIZ YOLCU VE YUK TASIMA VE ISLETME KOOPERATIFI;;879;984
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Beşiktaş;19219;29018
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BUYUKADA;31661;65745
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;BESIKTAS;11645;25297
2025;12;IDO-ISTANBUL DENIZ OTD. SAN. VE TIC. A.S.;Topçular;4296;9058
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;KARAKOY;130957;205849
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Moda;1603;2609
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Kandilli;640;1868
2025;12;TURYOL - S.S. TURIZM VE YOLCU DENIZ TASIYICILAR KOOPERATIFI;Kadıköy Çayırbaşı;134919;220964
2025;12;S.S. ISTANBUL KARTAL DENIZ YOL YUK VE TURZ TAS MOTORLU TAS KOOP;Büyükada;9434;25988
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Eminönü - Üsküdar;130182;203626
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Ortaköy;9847;15832
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;Küçüksu;8772;30858
2025;12;IBB TOPLU ULASIM HIZMETLERI MUDURLUGU;ORTAKOY;28323;50029
